IP_Claims_Total,OP_Claims_Total,Total_Reimbursed,Claim_Ratio,Inpatient_Visits,Outpatient_Visits,PotentialFraud,Claim_Ratio_IP_to_OP,Claim_Ratio_OP_to_Total,Avg_IP_Claim,Avg_OP_Claim,Total_Visits,IP_to_Total_Visit_Ratio,OP_to_Total_Visit_Ratio,KMeans_Cluster,DBSCAN_Cluster,IsolationForest_Anomaly,LOF_Anomaly
97000.0,7640.0,104640.0,12.69467347205863,5.0,20.0,0,12.69467347205863,0.0730115346757007,16166.666666666666,363.8095238095238,25.0,0.1923076923076923,0.7692307692307693,1,0,1,1
573000.0,32670.0,605670.0,17.538489792170427,62.0,70.0,1,17.538489792170427,0.0539401754417827,9095.238095238095,460.1408450704225,132.0,0.4661654135338345,0.5263157894736842,1,1,-1,1
0.0,52170.0,52170.0,0.0,0.0,149.0,0,0.0,0.9999808322631348,0.0,347.8,149.0,0.0,0.9933333333333332,0,0,1,1
0.0,280910.0,280910.0,0.0,0.0,1165.0,1,0.0,0.999996440153643,0.0,240.917667238422,1165.0,0.0,0.9991423670668954,2,3,-1,1
19000.0,14710.0,33710.0,1.2915505404119367,3.0,69.0,0,1.2915505404119367,0.4363560855507104,4750.0,210.14285714285717,72.0,0.0410958904109589,0.9452054794520548,0,0,1,1
25000.0,10630.0,35630.0,2.351613206659769,2.0,41.0,0,2.351613206659769,0.2983357188964665,8333.333333333334,253.0952380952381,43.0,0.0454545454545454,0.9318181818181818,0,0,1,1
5000.0,11630.0,16630.0,0.429885650416989,1.0,57.0,0,0.429885650416989,0.6992964944982262,2500.0,200.51724137931035,58.0,0.0169491525423728,0.9661016949152542,0,0,1,1
0.0,16890.0,16890.0,0.0,0.0,48.0,0,0.0,0.999940796874075,0.0,344.6938775510204,48.0,0.0,0.979591836734694,0,0,1,1
0.0,14880.0,14880.0,0.0,0.0,46.0,0,0.0,0.9999328002150392,0.0,316.59574468085106,46.0,0.0,0.9787234042553192,0,0,1,1
0.0,10480.0,10480.0,0.0,0.0,30.0,0,0.0,0.9999045892567504,0.0,338.06451612903226,30.0,0.0,0.967741935483871,0,0,1,1
0.0,700.0,700.0,0.0,0.0,8.0,0,0.0,0.9985734664764622,0.0,77.77777777777777,8.0,0.0,0.8888888888888888,0,0,1,1
0.0,170.0,170.0,0.0,0.0,6.0,0,0.0,0.9941520467836256,0.0,24.285714285714285,6.0,0.0,0.8571428571428571,0,0,1,1
0.0,142720.0,142720.0,0.0,0.0,515.0,0,0.0,0.9999929933226364,0.0,276.5891472868217,515.0,0.0,0.998062015503876,0,0,1,1
269000.0,79830.0,348830.0,3.36961831869825,29.0,228.0,1,3.36961831869825,0.2288500735313088,8966.666666666666,348.6026200873362,257.0,0.1124031007751938,0.8837209302325582,1,1,1,1
54000.0,11610.0,65610.0,4.6507622082507964,9.0,27.0,0,4.6507622082507964,0.1769520354818551,5400.0,414.6428571428572,36.0,0.2432432432432432,0.7297297297297297,1,0,1,1
61000.0,3050.0,64050.0,19.993444772205837,9.0,30.0,0,19.993444772205837,0.0476183041638694,6100.0,98.38709677419357,39.0,0.225,0.75,1,0,1,1
86000.0,32350.0,118350.0,2.6583413186609377,13.0,74.0,0,2.6583413186609377,0.2733394732617384,6142.857142857143,431.3333333333333,87.0,0.1477272727272727,0.8409090909090909,0,0,1,-1
0.0,19840.0,19840.0,0.0,0.0,76.0,0,0.0,0.9999495993145506,0.0,257.6623376623377,76.0,0.0,0.987012987012987,0,0,1,1
0.0,29840.0,29840.0,0.0,0.0,53.0,0,0.0,0.9999664890586776,0.0,552.5925925925926,53.0,0.0,0.9814814814814816,0,0,1,-1
0.0,30660.0,30660.0,0.0,0.0,93.0,0,0.0,0.9999673852777144,0.0,326.17021276595744,93.0,0.0,0.9893617021276596,0,0,1,1
705600.0,34160.0,739760.0,20.655133046456484,82.0,89.0,0,20.655133046456484,0.0461770761097165,8501.204819277109,379.55555555555554,171.0,0.4767441860465116,0.5174418604651163,1,0,-1,-1
329000.0,30720.0,359720.0,10.709286807070082,28.0,157.0,0,10.709286807070082,0.0853995179597521,11344.827586206897,194.43037974683543,185.0,0.1505376344086021,0.8440860215053764,1,0,1,1
0.0,5420.0,5420.0,0.0,0.0,23.0,0,0.0,0.9998155321896328,0.0,225.83333333333331,23.0,0.0,0.9583333333333334,0,0,1,1
29000.0,3560.0,32560.0,8.143779837124404,1.0,29.0,0,8.143779837124404,0.1093332514357667,14500.0,118.66666666666669,30.0,0.032258064516129,0.935483870967742,1,0,1,1
0.0,74880.0,74880.0,0.0,0.0,278.0,0,0.0,0.9999866454774908,0.0,268.38709677419354,278.0,0.0,0.996415770609319,0,0,1,1
214000.0,128230.0,342230.0,1.6688632234015175,23.0,431.0,1,1.6688632234015175,0.3746884414328333,8916.666666666666,296.8287037037037,454.0,0.0505494505494505,0.9472527472527472,1,1,-1,1
229600.0,35890.0,265490.0,6.397146917054415,30.0,111.0,0,6.397146917054415,0.1351834902124742,7406.451612903225,320.44642857142856,141.0,0.2112676056338028,0.7816901408450704,1,0,1,1
63000.0,11470.0,74470.0,5.492110539621654,9.0,77.0,0,5.492110539621654,0.1540196855151669,6300.0,147.05128205128204,86.0,0.1034482758620689,0.8850574712643678,0,0,1,1
0.0,7410.0,7410.0,0.0,0.0,34.0,0,0.0,0.99986506544326,0.0,211.7142857142857,34.0,0.0,0.9714285714285714,0,0,1,1
0.0,48050.0,48050.0,0.0,0.0,142.0,0,0.0,0.9999791887785894,0.0,336.013986013986,142.0,0.0,0.993006993006993,0,0,1,1
0.0,4480.0,4480.0,0.0,0.0,23.0,0,0.0,0.999776835527784,0.0,186.66666666666663,23.0,0.0,0.9583333333333334,0,0,1,1
0.0,21330.0,21330.0,0.0,0.0,59.0,0,0.0,0.999953119872486,0.0,355.5,59.0,0.0,0.9833333333333332,0,0,1,1
0.0,8390.0,8390.0,0.0,0.0,31.0,0,0.0,0.9998808246931236,0.0,262.1875,31.0,0.0,0.96875,0,0,1,1
101000.0,8370.0,109370.0,12.065464102257796,8.0,30.0,0,12.065464102257796,0.0765285130427627,11222.222222222224,270.0,38.0,0.2051282051282051,0.7692307692307693,1,0,1,1
0.0,2530.0,2530.0,0.0,0.0,11.0,0,0.0,0.9996048992493086,0.0,210.83333333333331,11.0,0.0,0.9166666666666666,0,0,1,1
19000.0,8700.0,27700.0,2.183657050913688,4.0,34.0,0,2.183657050913688,0.3140680841846864,3800.0,248.57142857142856,38.0,0.1025641025641025,0.8717948717948718,0,0,1,1
0.0,21720.0,21720.0,0.0,0.0,71.0,0,0.0,0.9999539616039778,0.0,301.6666666666667,71.0,0.0,0.9861111111111112,0,0,1,1
14000.0,16800.0,30800.0,0.8332837331111244,2.0,44.0,1,0.8332837331111244,0.5454368364663484,4666.666666666667,373.3333333333333,46.0,0.0425531914893617,0.9361702127659576,0,1,1,1
8000.0,0.0,8000.0,8000.0,1.0,0.0,0,8000.0,0.0,4000.0,0.0,1.0,0.5,0.0,1,0,1,1
0.0,15130.0,15130.0,0.0,0.0,57.0,0,0.0,0.999933910514837,0.0,260.86206896551727,57.0,0.0,0.9827586206896552,0,0,1,1
16700.0,4940.0,21640.0,3.3798826148552923,2.0,20.0,0,3.3798826148552923,0.228270412642669,5566.666666666667,235.23809523809524,22.0,0.0869565217391304,0.8695652173913043,0,0,1,1
8000.0,6700.0,14700.0,1.1938516639307566,2.0,20.0,0,1.1938516639307566,0.4557513094347323,2666.6666666666665,319.04761904761904,22.0,0.0869565217391304,0.8695652173913043,0,0,1,1
0.0,6830.0,6830.0,0.0,0.0,5.0,0,0.0,0.9998536085492608,0.0,1138.3333333333333,5.0,0.0,0.8333333333333334,0,0,1,1
91000.0,16030.0,107030.0,5.676501777805502,5.0,78.0,0,5.676501777805502,0.1497696928927133,15166.666666666666,202.91139240506328,83.0,0.0595238095238095,0.9285714285714286,1,0,1,1
401000.0,20060.0,421060.0,19.98903344798365,25.0,71.0,1,19.98903344798365,0.0476415531241316,15423.076923076924,278.6111111111111,96.0,0.2577319587628865,0.7319587628865979,1,1,1,-1
35000.0,8710.0,43710.0,4.017908391688669,5.0,37.0,0,4.017908391688669,0.1992633433231909,5833.333333333333,229.21052631578948,42.0,0.1162790697674418,0.8604651162790697,0,0,1,1
3000.0,51940.0,54940.0,0.0577578406268651,1.0,144.0,0,0.0577578406268651,0.9453777688793432,1500.0,358.2068965517241,145.0,0.0068493150684931,0.9863013698630136,0,0,1,-1
45000.0,108380.0,153380.0,0.4152019265369391,3.0,394.0,0,0.4152019265369391,0.70660642452455,11250.0,274.37974683544303,397.0,0.007537688442211,0.9899497487437184,0,0,1,-1
0.0,51110.0,51110.0,0.0,0.0,149.0,0,0.0,0.9999804347400756,0.0,340.7333333333333,149.0,0.0,0.9933333333333332,0,0,1,1
280000.0,80320.0,360320.0,3.4860123753439325,36.0,267.0,1,3.4860123753439325,0.2229123476011667,7567.567567567567,299.7014925373134,303.0,0.1184210526315789,0.8782894736842105,1,1,1,1
75000.0,1570.0,76570.0,47.740292807129215,10.0,18.0,0,47.740292807129215,0.0205038461036162,6818.181818181818,82.63157894736842,28.0,0.3448275862068966,0.6206896551724138,1,0,1,1
19000.0,5790.0,24790.0,3.280953203246417,2.0,22.0,0,3.280953203246417,0.2335524988907264,6333.333333333333,251.7391304347826,24.0,0.08,0.88,0,0,1,1
326000.0,8520.0,334520.0,38.258420373195634,12.0,46.0,1,38.258420373195634,0.0254692530513779,25076.92307692308,181.2765957446809,58.0,0.2033898305084746,0.7796610169491526,1,1,1,-1
77000.0,66260.0,143260.0,1.1620712032719096,9.0,252.0,0,1.1620712032719096,0.4625124772268796,7700.0,261.897233201581,261.0,0.0343511450381679,0.9618320610687024,0,0,1,1
101000.0,24410.0,125410.0,4.137479005366433,10.0,89.0,0,4.137479005366433,0.1946400236023953,9181.818181818182,271.22222222222223,99.0,0.1,0.89,1,0,1,1
0.0,8550.0,8550.0,0.0,0.0,24.0,0,0.0,0.9998830546134956,0.0,342.0,24.0,0.0,0.96,0,0,1,1
72000.0,47170.0,119170.0,1.5263615356893006,12.0,200.0,0,1.5263615356893006,0.3958177744585511,5538.461538461538,234.6766169154229,212.0,0.056338028169014,0.9389671361502347,0,0,1,1
31000.0,10170.0,41170.0,3.0478812309507424,5.0,34.0,0,3.0478812309507424,0.2470185324621699,5166.666666666667,290.57142857142856,39.0,0.125,0.85,0,0,1,1
0.0,8550.0,8550.0,0.0,0.0,17.0,0,0.0,0.9998830546134956,0.0,475.0,17.0,0.0,0.9444444444444444,0,0,1,1
0.0,10230.0,10230.0,0.0,0.0,29.0,0,0.0,0.999902257843808,0.0,341.0,29.0,0.0,0.9666666666666668,0,0,1,1
199000.0,5350.0,204350.0,37.1893104092693,16.0,17.0,1,37.1893104092693,0.026180444431395,11705.882352941177,297.22222222222223,33.0,0.4705882352941176,0.5,1,1,1,1
76000.0,2270.0,78270.0,33.46543372963452,9.0,14.0,0,33.46543372963452,0.0290018014334811,7600.0,151.33333333333334,23.0,0.375,0.5833333333333334,1,0,1,1
79000.0,45080.0,124080.0,1.7524012333355516,6.0,194.0,0,1.7524012333355516,0.3633110629346959,11285.714285714286,231.1794871794872,200.0,0.0298507462686567,0.965174129353234,0,0,1,1
0.0,5470.0,5470.0,0.0,0.0,34.0,0,0.0,0.9998172180588558,0.0,156.28571428571428,34.0,0.0,0.9714285714285714,0,0,1,1
0.0,18100.0,18100.0,0.0,0.0,90.0,0,0.0,0.9999447544334568,0.0,198.9010989010989,90.0,0.0,0.989010989010989,0,0,1,1
191000.0,24580.0,215580.0,7.770229038688418,20.0,90.0,1,7.770229038688418,0.1140174690719497,9095.238095238095,270.1098901098901,110.0,0.1801801801801801,0.8108108108108109,1,1,1,1
413000.0,33170.0,446170.0,12.450634590455518,31.0,108.0,0,12.450634590455518,0.0743436933373078,12906.25,304.3119266055046,139.0,0.2214285714285714,0.7714285714285715,1,0,1,-1
177000.0,53900.0,230900.0,3.283798074247231,18.0,210.0,0,3.283798074247231,0.2334333762088514,9315.78947368421,255.45023696682463,228.0,0.0786026200873362,0.9170305676855895,1,0,1,1
0.0,5830.0,5830.0,0.0,0.0,7.0,0,0.0,0.9998285028297031,0.0,728.75,7.0,0.0,0.875,0,0,1,1
0.0,9270.0,9270.0,0.0,0.0,44.0,0,0.0,0.9998921367705748,0.0,206.0,44.0,0.0,0.9777777777777776,0,0,1,1
11000.0,2710.0,13710.0,4.057543341940243,2.0,7.0,0,4.057543341940243,0.1976515206768288,3666.6666666666665,338.75,9.0,0.2,0.7,0,0,1,1
0.0,3200.0,3200.0,0.0,0.0,5.0,0,0.0,0.999687597625742,0.0,533.3333333333334,5.0,0.0,0.8333333333333334,0,0,1,1
0.0,44420.0,44420.0,0.0,0.0,125.0,0,0.0,0.999977488124986,0.0,352.53968253968253,125.0,0.0,0.992063492063492,0,0,1,1
0.0,300.0,300.0,0.0,0.0,4.0,0,0.0,0.9966777408637874,0.0,60.0,4.0,0.0,0.8,0,0,1,1
78000.0,0.0,78000.0,78000.0,5.0,0.0,0,78000.0,0.0,13000.0,0.0,5.0,0.8333333333333334,0.0,1,0,1,1
16600.0,0.0,16600.0,16600.0,3.0,0.0,0,16600.0,0.0,4150.0,0.0,3.0,0.75,0.0,1,0,1,1
148000.0,0.0,148000.0,148000.0,12.0,0.0,0,148000.0,0.0,11384.615384615385,0.0,12.0,0.9230769230769232,0.0,1,0,-1,1
0.0,440.0,440.0,0.0,0.0,6.0,1,0.0,0.9977324263038548,0.0,62.85714285714285,6.0,0.0,0.8571428571428571,0,1,1,1
0.0,1900.0,1900.0,0.0,0.0,12.0,0,0.0,0.9994739610731194,0.0,146.15384615384616,12.0,0.0,0.9230769230769232,0,0,1,1
0.0,6540.0,6540.0,0.0,0.0,12.0,0,0.0,0.9998471181776488,0.0,503.0769230769231,12.0,0.0,0.9230769230769232,0,0,1,1
156000.0,0.0,156000.0,156000.0,19.0,0.0,0,156000.0,0.0,7800.0,0.0,19.0,0.95,0.0,1,0,-1,1
18000.0,0.0,18000.0,18000.0,3.0,0.0,0,18000.0,0.0,4500.0,0.0,3.0,0.75,0.0,1,0,1,1
27000.0,0.0,27000.0,27000.0,5.0,0.0,0,27000.0,0.0,4500.0,0.0,5.0,0.8333333333333334,0.0,1,0,1,1
0.0,54860.0,54860.0,0.0,0.0,132.0,0,0.0,0.9999817721149816,0.0,412.4812030075188,132.0,0.0,0.9924812030075189,0,0,1,-1
0.0,105250.0,105250.0,0.0,0.0,304.0,0,0.0,0.9999904989026231,0.0,345.08196721311475,304.0,0.0,0.99672131147541,0,0,1,-1
0.0,46390.0,46390.0,0.0,0.0,132.0,0,0.0,0.9999784440947598,0.0,348.796992481203,132.0,0.0,0.9924812030075189,0,0,1,1
0.0,76720.0,76720.0,0.0,0.0,262.0,0,0.0,0.999986965759049,0.0,291.7110266159696,262.0,0.0,0.9961977186311788,0,0,1,1
0.0,980.0,980.0,0.0,0.0,7.0,0,0.0,0.9989806320081548,0.0,122.5,7.0,0.0,0.875,0,0,1,1
